country	program	course_title	us_unit	student_unit	start_date	end_date	location	quantity	total_cost	source
Antigua and Barbuda	FMF - Fiscal Year 2017 Department of State Training	Patrol Craft Officer Coastal (PCO-C)	U S NAV SMALL CRAFT INSTR AND TECH TRNG SCH S	Antigua and Barbuda Defence Force Coast Guard	1/13/2017	3/9/2017	Stennis Space Center, MS, US	1	$21,840 	284930
Antigua and Barbuda	FMF - Fiscal Year 2017 Department of State Training	Fiscal Year 2017 Program Totals						1	$21,840 	284930
Antigua and Barbuda	IMET-1 - Fiscal Year 2017 Department of State Training	Command And General Staff Officer's Course PREP	COMMAND & GENERAL STAFF COLLEGE	Antigua and Barbuda Defence Force	7/26/2017	8/4/2017	Ft. Leavenworth, KS, US	1	$4,177 	284930
Antigua and Barbuda	IMET-1 - Fiscal Year 2017 Department of State Training	DISCS DSCA International Purchaser (Finance & Logistics)	WRIGHT PATTERSON AFB , OH - DISAM	Antigua and Barbuda Defence Force	10/17/2016	11/4/2016	Wright Patterson AFB, OH, US	1	$6,230 	284930
Antigua and Barbuda	IMET-1 - Fiscal Year 2017 Department of State Training	International Boarding Officer Course	USCG MARITIME LAW ENFORCEMENT ACAD FLETC CHAR	Antigua and Barbuda Coast Guard	7/24/2017	8/18/2017	Charleston, SC, US	1	$12,343 	284930
Antigua and Barbuda	IMET-1 - Fiscal Year 2017 Department of State Training	International Maritime Search And Rescue Planning	COGARD TRAINING CENTER YORKTOWN VA	Antigua and Barbuda Coast Guard	12/5/2016	12/16/2016	Yorktown, VA, US	1	$5,224 	284930
Antigua and Barbuda	IMET-1 - Fiscal Year 2017 Department of State Training	International Officer Preparatory	COMMAND & GENERAL STAFF COLLEGE	Antigua and Barbuda Defence Force	7/5/2017	7/21/2017	Ft. Leavenworth, KS, US	1	$13,000 	284930
Antigua and Barbuda	IMET-1 - Fiscal Year 2017 Department of State Training	On-the-job Training Technical Enlisted	COGARD TRAINING CENTER YORKTOWN VA	Antigua and Barbuda Defence Force	12/28/2016	1/9/2017	Yorktown, VA, US	1	$4,874 	284930
Antigua and Barbuda	IMET-1 - Fiscal Year 2017 Department of State Training	Principles Of Defense Acquisition Management	INTERNATIONAL DEFENSE ACQUISITION RESOURSE MA	Antigua and Barbuda Defence Force	10/17/2016	10/28/2016	Monterey, CA, US	1	$10,765 	284930
Antigua and Barbuda	IMET-1 - Fiscal Year 2017 Department of State Training	Technical Welding And Applied Repairs (TWAR)	U S NAV SMALL CRAFT INSTR AND TECH TRNG SCH S	ABDF COAST GUARD	10/7/2016	12/1/2016	Stennis Space Center, MS, US	1	$19,157 	284930
Antigua and Barbuda	IMET-1 - Fiscal Year 2017 Department of State Training	Fiscal Year 2017 Program Totals						8	$75,770 	284930
Antigua and Barbuda	Regional Centers - Fiscal Year 2017 Department of Defense Training	Caribbean Defense And Security Course	WJPC	LIAT (1974) Ltd.	7/17/2017	7/28/2017	William J. Perry Center for Hemispheric Defense Studies, Washington, DC	1	$1,100 	284930
Antigua and Barbuda	Regional Centers - Fiscal Year 2017 Department of Defense Training	Caribbean Defense And Security Course	WJPC	Royal Police Force of Antigua and Barbuda	7/17/2017	7/28/2017	William J. Perry Center for Hemispheric Defense Studies, Washington, DC	1	$1,100 	284930
Antigua and Barbuda	Regional Centers - Fiscal Year 2017 Department of Defense Training	Regional Transnational Threats Seminar	WJPC	Antigua and Barbuda Defence Force	3/21/2017	3/23/2017	Bridgetown, Barbados	2	$552 	284930
Antigua and Barbuda	Regional Centers - Fiscal Year 2017 Department of Defense Training	Regional Transnational Threats Seminar	WJPC	Royal Police Force of Antigua and Barbuda	3/21/2017	3/23/2017	Bridgetown, Barbados	2	$552 	284930
Antigua and Barbuda	Regional Centers - Fiscal Year 2017 Department of Defense Training	Fiscal Year 2017 Program Totals						6	$3,304 	284930
Antigua and Barbuda	Section 1004 - Fiscal Year 2017 Department of Defense Training	International Tactical Communications Course (ITCC)	U S NAV SMALL CRAFT INSTR AND TECH TRNG SCH S	Antigua and Barbuda Defence Force	2/3/2017	3/9/2017	Stennis Space Center, MS, US	1	$12,748 	284930
Antigua and Barbuda	Section 1004 - Fiscal Year 2017 Department of Defense Training	International Tactical Communications Course (ITCC)	U S NAV SMALL CRAFT INSTR AND TECH TRNG SCH S	Antigua and Barbuda Defence Force Coast Guard	2/3/2017	3/9/2017	Stennis Space Center, MS, US	1	$12,748 	284930
Antigua and Barbuda	Section 1004 - Fiscal Year 2017 Department of Defense Training	MTT REG Supply-NAVSUPSYSCOM	ANTIGUA (IN COUNTRY TRAINING)	Antigua Barbuda Defence Force	4/3/2017	4/15/2017	Antigua (In Country Training)	1	$1,885 	284930
Antigua and Barbuda	Section 1004 - Fiscal Year 2017 Department of Defense Training	MTT REG Supply-NAVSUPSYSCOM	BARBADOS (IN COUNTRY TRAINING)	Antigua Defence Force	4/3/2017	4/15/2017	Barbados (In Country Training)	1	$1,885 	284930
Antigua and Barbuda	Section 1004 - Fiscal Year 2017 Department of Defense Training	Fiscal Year 2017 Program Totals						4	$29,266 	284930
Argentina	ALP - Fiscal Year 2017 Department of Defense Training	ALC ALP Scholarship	DLIELC, LACKLAND AFB TX	Military Aviation School	5/8/2017	7/7/2017	Lackland AFB, TX, US	1	$14,265 	284930
